Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF1FFCA,2019.06,27624.213,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Unadjusted,
BDCQ.SF1FFCA,2019.09,28200.644,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Unadjusted,
BDCQ.SF1FFCA,2019.12,29838.982,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Unadjusted,
BDCQ.SF1FFCA,2020.03,26520.993,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Unadjusted,
BDCQ.SF1FFCA,2020.06,24951.225,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Unadjusted,
BDCQ.SF1FFCA,2020.09,29794.725,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Unadjusted,
BDCQ.SF1FFCA,2020.12,30657.717,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Unadjusted,
BDCQ.SF1FFCA,2021.03,28146.432,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Unadjusted,
BDCQ.SF1FFCA,2021.06,30996.44,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Unadjusted,
BDCQ.SF1FFCA,2021.09,32032.226,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Unadjusted,
BDCQ.SF1FFCA,2021.12,35975.655,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Unadjusted,
BDCQ.SF1FFCA,2022.03,32754.199,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Unadjusted,
BDCQ.SF1FFCS,2016.06,23651.329,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2016.09,23846.118,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2016.12,24203.428,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2017.03,24778.073,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2017.06,25083.427,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2017.09,25266.639,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2017.12,26290.736,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2018.03,26333.475,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2018.06,26869.257,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2018.09,27450.482,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2018.12,27597.723,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2019.03,27774.855,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2019.06,27802.697,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2019.09,27954.611,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2019.12,28154.732,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2020.03,28298.663,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2020.06,25077.846,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2020.09,29557.568,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2020.12,28933.994,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2021.03,30033.781,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2021.06,31126.413,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2021.09,31792.737,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2021.12,33973.612,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCS,2022.03,34930.744,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Seasonally adjusted,
BDCQ.SF1FFCT,2016.06,23619.733,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2016.09,23855.793,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2016.12,24243.184,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2017.03,24725.526,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2017.06,25072.258,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2017.09,25418.176,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2017.12,25884.578,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2018.03,26369.816,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2018.06,26896.288,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2018.09,27381.219,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2018.12,27644.94,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2019.03,27741.626,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2019.06,27828.339,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2019.09,27956.706,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2019.12,28100.419,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2020.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2020.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2020.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2020.12,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2021.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2021.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2021.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2021.12,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1FFCT,2022.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Wholesale Trade,Current,Trend,
BDCQ.SF1GH1CA,2016.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2016.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2016.12,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2017.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2017.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2017.09,18374.424,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2017.12,21112.477,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2018.03,18994.22,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2018.06,19160.244,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2018.09,19156.117,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2018.12,21992.054,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2019.03,19685.968,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2019.06,19810.531,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2019.09,19877.469,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2019.12,22705.92,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2020.03,20640.323,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2020.06,17775.1,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2020.09,21852.753,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2020.12,24227.653,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2021.03,22139.988,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2021.06,23093.672,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2021.09,21518.421,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2021.12,26928.565,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2022.03,24397.046,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CS,2016.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2016.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2016.12,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2017.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2017.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2017.09,19090.776,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2017.12,19370.982,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2018.03,19465.925,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2018.06,19712.77,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2018.09,19908.754,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2018.12,20175.146,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2019.03,20172.883,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2019.06,20384.138,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2019.09,20657.195,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2019.12,20833.85,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2020.03,21142.697,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2020.06,18297.575,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2020.09,22698.181,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2020.12,22242.723,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2021.03,22667.577,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2021.06,23778.957,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2021.09,22341.636,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2021.12,24739.009,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CS,2022.03,24962.757,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
BDCQ.SF1GH1CT,2016.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2016.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2016.12,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2017.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2017.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2017.09,19146.193,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2017.12,19317.258,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2018.03,19505.57,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2018.06,19688.977,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2018.09,19942.555,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2018.12,20114.845,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2019.03,20219.427,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2019.06,20384.614,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2019.09,20628.794,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2019.12,20856.414,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2020.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2020.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2020.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2020.12,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2021.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2021.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2021.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2021.12,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH1CT,2022.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Retail Trade,Current prices,Trend,
BDCQ.SF1GH2CA,2016.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2016.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2016.12,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2017.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2017.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2017.09,3570.189,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2017.12,4062.285,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2018.03,4131.369,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2018.06,3755.582,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2018.09,3658.582,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2018.12,4320.651,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2019.03,4288.873,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2019.06,3887.467,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2019.09,3898.683,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2019.12,4492.364,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
